Chromosome	Begin	End	Size	Direction	Feature
chrX	188274	188792	518	-	LSM1
chrX	188793	189151	358	NA	<LSM1_<YJL123C
chrX	189152	190588	1436	-	YJL123C
chrX	190589	190863	274	NA	<YJL123C_>ALB1
chrX	190864	191391	527	+	ALB1
chrX	191392	191521	129	NA	>ALB1_<RPE1
chrX	191522	192238	716	-	RPE1
chrX	192239	192786	547	NA	<RPE1_>YJL118W
chrX	192787	193446	659	+	YJL118W
chrX	193447	193678	231	NA	>YJL118W_>PHO86
chrX	193679	194614	935	+	PHO86
chrX	194615	195006	391	NA	>PHO86_<NCA3
chrX	195007	196020	1013	-	NCA3
chrX	196021	197433	1412	NA	<NCA3_>ASF1
chrX	197434	198273	839	+	ASF1
chrX	198274	198459	185	NA	>ASF1_<tA(AGC)J
chrX	198460	198532	72	-	tA(AGC)J
chrX	198533	199061	528	NA	<tA(AGC)J_>unannotated
chrX	199062	204472	5410	+	unannotated
chrX	204473	205881	1408	NA	>unannotated_>tD(GUC)J1
chrX	205882	205953	71	+	tD(GUC)J1
chrX	205954	206451	497	NA	>tD(GUC)J1_>MDV1
chrX	206452	208596	2144	+	MDV1
chrX	208597	209023	426	NA	>MDV1_>CCT7
chrX	209024	210676	1652	+	CCT7
chrX	210677	211068	391	NA	>CCT7_<GZF3
chrX	211069	212724	1655	-	GZF3
chrX	212725	213146	421	NA	<GZF3_<UTP10
chrX	213147	218456	5309	-	UTP10
chrX	218457	218851	394	NA	<UTP10_<PRM10
chrX	218852	220003	1151	-	PRM10
chrX	220004	222536	2532	NA	<PRM10_>IME2
chrX	222537	224474	1937	+	IME2
chrX	224475	226201	1726	NA	>IME2_>SET4
chrX	226202	227884	1682	+	SET4
chrX	227885	228473	588	NA	>SET4_>PAM16
chrX	228474	228923	449	+	PAM16
chrX	228924	230171	1247	NA	>PAM16_<YJL103C
chrX	230172	232028	1856	-	YJL103C
chrX	232029	232447	418	NA	<YJL103C_>MEF2
chrX	232448	234907	2459	+	MEF2
chrX	234908	235085	177	NA	>MEF2_>tR(ACG)J
chrX	235086	235158	72	+	tR(ACG)J
chrX	235159	235466	307	NA	>tR(ACG)J_<GSH1
chrX	235467	237503	2036	-	GSH1
chrX	237504	238409	905	NA	<GSH1_>LSB6
chrX	238410	240233	1823	+	LSB6
chrX	240234	240560	326	NA	>LSB6_>CHS6
chrX	240561	242801	2240	+	CHS6
chrX	242802	243228	426	NA	>CHS6_>SAP185
chrX	243229	246405	3176	+	SAP185
chrX	246406	246737	331	NA	>SAP185_>PHS1
chrX	246738	247391	653	+	PHS1
chrX	247392	247447	55	NA	>PHS1_>MRPL49
chrX	247448	248122	674	+	MRPL49
chrX	248123	248401	278	NA	>MRPL49_>BCK1
chrX	248402	252838	4436	+	BCK1
chrX	252839	252967	128	NA	>BCK1_<KHA1
chrX	252968	255589	2621	-	KHA1
chrX	255590	255883	293	NA	<KHA1_<TOK1
chrX	255884	257959	2075	-	TOK1
chrX	257960	258569	609	NA	<TOK1_>SRS2
chrX	258570	262094	3524	+	SRS2
chrX	262095	262226	131	NA	>SRS2_<GWT1
chrX	262227	263723	1496	-	GWT1
chrX	263724	263903	179	NA	<GWT1_<DPB11
chrX	263904	266198	2294	-	DPB11
chrX	266199	267072	873	NA	<DPB11_>SIP4
chrX	267073	269562	2489	+	SIP4
chrX	269563	269946	383	NA	>SIP4_>ARG3
chrX	269947	270963	1016	+	ARG3
chrX	270964	271149	185	NA	>ARG3_<TRL1
chrX	271150	273633	2483	-	TRL1
chrX	273634	273974	340	NA	<TRL1_>EXO70
chrX	273975	275846	1871	+	EXO70
chrX	275847	276009	162	NA	>EXO70_<YJL084C
chrX	276010	279150	3140	-	YJL084C
chrX	279151	279988	837	NA	<YJL084C_>TAX4
chrX	279989	281803	1814	+	TAX4
chrX	281804	282332	528	NA	>TAX4_>IML2
chrX	282333	284528	2195	+	IML2
chrX	284529	284950	421	NA	>IML2_<ARP4
chrX	284951	286420	1469	-	ARP4
chrX	286421	286706	285	NA	<ARP4_<SCP160
chrX	286707	290375	3668	-	SCP160
chrX	290376	291023	647	NA	<SCP160_<PRY1
chrX	291024	291923	899	-	PRY1
chrX	291924	292485	561	NA	<PRY1_<PRY3
chrX	292486	295131	2645	-	PRY3
chrX	295132	296394	1262	NA	<PRY3_>NET1
chrX	296395	299964	3569	+	NET1
chrX	299965	300306	341	NA	>NET1_<SMC3
chrX	300307	303999	3692	-	SMC3
chrX	304000	304189	189	NA	<SMC3_>JEM1
chrX	304190	306268	2078	+	JEM1
chrX	306269	306370	101	NA	>JEM1_<PSF2
chrX	306371	307012	641	-	PSF2
chrX	307013	307281	268	NA	<PSF2_>ARG2
chrX	307282	309006	1724	+	ARG2
chrX	309007	309120	113	NA	>ARG2_<YJL070C
chrX	309121	311787	2666	-	YJL070C
chrX	311788	312071	283	NA	<YJL070C_<UTP18
chrX	312072	313856	1784	-	UTP18
chrX	313857	314165	308	NA	<UTP18_<YJL068C
chrX	314166	315065	899	-	YJL068C
chrX	315066	315263	197	NA	<YJL068C_<MPM1
chrX	315264	316022	758	-	MPM1
chrX	316023	316203	180	NA	<MPM1_<DLS1
chrX	316204	316707	503	-	DLS1
chrX	316708	316908	200	NA	<DLS1_<MRPL8
chrX	316909	317625	716	-	MRPL8
chrX	317626	317872	246	NA	<MRPL8_>YJL062W-A
chrX	317873	318130	257	+	YJL062W-A
chrX	318131	318433	302	NA	>YJL062W-A_>LAS21
chrX	318434	320926	2492	+	LAS21
chrX	320927	321165	238	NA	>LAS21_>NUP82
chrX	321166	323307	2141	+	NUP82
chrX	323308	324535	1227	NA	>NUP82_>BNA3
chrX	324536	325870	1334	+	BNA3
chrX	325871	326113	242	NA	>BNA3_>YHC3
chrX	326114	327340	1226	+	YHC3
chrX	327341	327391	50	NA	>YHC3_<BIT61
chrX	327392	329023	1631	-	BIT61
chrX	329024	329267	243	NA	<BIT61_<IKS1
chrX	329268	331271	2003	-	IKS1
chrX	331272	331580	308	NA	<IKS1_<ZAP1
chrX	331581	334223	2642	-	ZAP1
chrX	334224	334506	282	NA	<ZAP1_>YJL055W
chrX	334507	335244	737	+	YJL055W
chrX	335245	335414	169	NA	>YJL055W_>TIM54
chrX	335415	336851	1436	+	TIM54
chrX	336852	337047	195	NA	>TIM54_>PEP8
chrX	337048	338187	1139	+	PEP8
chrX	338188	339420	1232	NA	>PEP8_>TDH1
chrX	339421	340419	998	+	TDH1
chrX	340420	340936	516	NA	>TDH1_>YJL051W
chrX	340937	343405	2468	+	YJL051W
chrX	343406	343671	265	NA	>YJL051W_>MTR4
chrX	343672	346893	3221	+	MTR4
chrX	346894	347122	228	NA	>MTR4_>YJL049W
chrX	347123	348475	1352	+	YJL049W
chrX	348476	348596	120	NA	>YJL049W_<UBX6
chrX	348597	349787	1190	-	UBX6
chrX	349788	350729	941	NA	<UBX6_<RTT101
chrX	350730	353258	2528	-	RTT101
chrX	353259	353409	150	NA	<RTT101_>YJL046W
chrX	353410	354765	1355	+	YJL046W
chrX	354766	355393	627	NA	>YJL046W_>tY(GUA)J1
chrX	355394	355433	75	+	tY(GUA)J1
chrX	355434	355445	11	NA	>tY(GUA)J1_intron_>tY(GUA)J1
chrX	355446	355482	75	+	tY(GUA)J1
chrX	355483	356723	1240	NA	>tY(GUA)J1_<unannotated
chrX	356724	361992	5268	-	unannotated
chrX	361993	362440	447	NA	<unannotated_>tR(UCU)J1
chrX	362441	362512	71	+	tR(UCU)J1
chrX	362513	362522	9	NA	>tR(UCU)J1_>tD(GUC)J2
chrX	362523	362594	71	+	tD(GUC)J2
chrX	362595	363090	495	NA	>tD(GUC)J2_>YJL045W
chrX	363091	364995	1904	+	YJL045W
chrX	364996	365365	369	NA	>YJL045W_<GYP6
chrX	365366	366742	1376	-	GYP6
chrX	366743	367194	451	NA	<GYP6_>YJL043W
chrX	367195	367968	773	+	YJL043W
chrX	367969	368313	344	NA	>YJL043W_>MHP1
chrX	368314	372510	4196	+	MHP1
chrX	372511	373494	983	NA	>MHP1_>NSP1
chrX	373495	375153	1658	+	NSP1
chrX	375154	375527	373	NA	>NSP1_<NUP192
chrX	375528	380579	5051	-	NUP192
chrX	380580	381203	623	NA	<NUP192_<tD(GUC)J3
chrX	381204	381275	71	-	tD(GUC)J3
chrX	381276	381285	9	NA	<tD(GUC)J3_<tR(UCU)J2
chrX	381286	381357	71	-	tR(UCU)J2
chrX	381358	381894	536	NA	<tR(UCU)J2_<YJL038C
chrX	381895	382554	659	-	YJL038C
chrX	382555	383441	886	NA	<YJL038C_>YJL037W
chrX	383442	384116	674	+	YJL037W
chrX	384117	385139	1022	NA	>YJL037W_>tV(AAC)J
chrX	385140	385213	73	+	tV(AAC)J
chrX	385214	385604	390	NA	>tV(AAC)J_>SNX4
chrX	385605	386876	1271	+	SNX4
chrX	386877	387028	151	NA	>SNX4_<TAD2
chrX	387029	387781	752	-	TAD2
chrX	387782	388106	324	NA	<TAD2_>KAR2
chrX	388107	390155	2048	+	KAR2
chrX	390156	390616	460	NA	>KAR2_>HCA4
chrX	390617	392929	2312	+	HCA4
chrX	392930	393147	217	NA	>HCA4_<BET4
chrX	393148	394128	980	-	BET4
chrX	394129	394436	307	NA	<BET4_>MAD2
chrX	394437	395027	590	+	MAD2
chrX	395028	395164	136	NA	>MAD2_<VPS53
chrX	395165	397633	2468	-	VPS53
chrX	397634	397822	188	NA	<VPS53_<tM(CAU)J1
chrX	397823	397895	72	-	tM(CAU)J1
chrX	397896	399183	1287	NA	<tM(CAU)J1_>RNR2
chrX	399184	400383	1199	+	RNR2
chrX	400384	400746	362	NA	>RNR2_>RRN7
chrX	400747	402291	1544	+	RRN7
chrX	402292	403505	1213	NA	>RRN7_<tG(GCC)J1
chrX	403506	403576	70	-	tG(GCC)J1
chrX	403577	404134	557	NA	<tG(GCC)J1_<PET130
chrX	404135	405178	1043	-	PET130
chrX	405179	405716	537	NA	<PET130_<BBC1
chrX	405717	409190	3473	-	BBC1
chrX	409191	409676	485	NA	<BBC1_>MPS3
chrX	409677	411725	2048	+	MPS3
chrX	411726	412367	641	NA	>MPS3_>YJL016W
chrX	412368	414053	1685	+	YJL016W
chrX	414054	414337	283	NA	>YJL016W_>CCT3
chrX	414338	415942	1604	+	CCT3
chrX	415943	416272	329	NA	>CCT3_<MAD3
chrX	416273	417820	1547	-	MAD3
chrX	417821	418013	192	NA	<MAD3_<VTC4
chrX	418014	420179	2165	-	VTC4
chrX	420180	421064	884	NA	<VTC4_<RPC17
chrX	421065	421550	485	-	RPC17
chrX	421551	421745	194	NA	<RPC17_>tK(CUU)J
chrX	421746	421818	72	+	tK(CUU)J
chrX	421819	422710	891	NA	>tK(CUU)J_<tW(CCA)J
chrX	422711	422747	72	-	tW(CCA)J
chrX	422748	422779	31	NA	<tW(CCA)J_intron_<tW(CCA)J
chrX	422780	422816	72	-	tW(CCA)J
chrX	422817	424341	1524	NA	<tW(CCA)J_<YJL010C
chrX	424342	426342	2000	-	YJL010C
chrX	426343	426736	393	NA	<YJL010C_<CCT8
chrX	426737	428443	1706	-	CCT8
chrX	428444	429716	1272	NA	<CCT8_>tM(CAU)J2
chrX	429717	429789	72	+	tM(CAU)J2
chrX	429790	429917	127	NA	>tM(CAU)J2_<CTK2
chrX	429918	430889	971	-	CTK2
chrX	430890	431211	321	NA	<CTK2_<tL(UAA)J
chrX	431212	431295	83	-	tL(UAA)J
chrX	431296	431936	640	NA	<tL(UAA)J_>CYR1
chrX	431937	438017	6080	+	CYR1
chrX	438018	438368	350	NA	>CYR1_<SYS1
chrX	438369	438980	611	-	SYS1
chrX	438981	439423	442	NA	<SYS1_>COX16
chrX	439424	439780	356	+	COX16
chrX	439781	440000	219	NA	>COX16_<OST1
chrX	440001	441431	1430	-	OST1
chrX	441432	441942	510	NA	<OST1_>PRE3
chrX	441943	442007	646	+	PRE3
chrX	442008	442123	115	NA	>PRE3_intron_>PRE3
chrX	442124	442706	646	+	PRE3
chrX	442707	443581	874	NA	>PRE3_>AVT1
chrX	443582	445390	1808	+	AVT1
chrX	445391	445644	253	NA	>AVT1_>MPP10
chrX	445645	447426	1781	+	MPP10
chrX	447427	447797	370	NA	>MPP10_<YJR003C
chrX	447798	449261	1463	-	YJR003C
chrX	449262	449688	426	NA	<YJR003C_<SAG1
chrX	449689	451641	1952	-	SAG1
chrX	451642	452702	1060	NA	<SAG1_>APL1
chrX	452703	454805	2102	+	APL1
chrX	454806	455256	450	NA	>APL1_<YJR005C-A
chrX	455257	455538	281	-	YJR005C-A
chrX	455539	455981	442	NA	<YJR005C-A_>POL31
chrX	455982	457445	1463	+	POL31
chrX	457446	457799	353	NA	>POL31_>SUI2
chrX	457800	458714	914	+	SUI2
chrX	458715	459209	494	NA	>SUI2_>YJR008W
chrX	459210	460226	1016	+	YJR008W
chrX	460227	460462	235	NA	>YJR008W_<TDH2
chrX	460463	461461	998	-	TDH2
chrX	461462	463516	2054	NA	<TDH2_>MET3
chrX	463517	465052	1535	+	MET3
chrX	465053	465354	301	NA	>MET3_<SPC1
chrX	465355	465639	284	-	SPC1
chrX	465640	465918	278	NA	<SPC1_<YJR011C
chrX	465919	466704	785	-	YJR011C
chrX	466705	467072	367	NA	<YJR011C_<YJR012C
chrX	467073	467696	623	-	YJR012C
chrX	467660	468871	1211	+	GPI14
chrX	467697	467659	-38	NA	<YJR012C_>GPI14
chrX	468872	469106	234	NA	>GPI14_>TMA22
chrX	469107	469703	596	+	TMA22
chrX	469704	470674	970	NA	>TMA22_>YJR015W
chrX	470675	471967	1292	+	YJR015W
chrX	471968	472164	196	NA	>YJR015W_<ILV3
chrX	472165	473922	1757	-	ILV3
chrX	473923	474234	311	NA	<ILV3_<ESS1
chrX	474235	474807	572	-	ESS1
chrX	474808	474945	137	NA	<ESS1_<TES1
chrX	474946	475995	1049	-	TES1
chrX	475996	476268	272	NA	<TES1_<REC107
chrX	476269	477293	1024	-	REC107
chrX	477294	477439	145	NA	<REC107_>LSM8
chrX	477440	477826	386	+	LSM8
chrX	477827	477939	112	NA	>LSM8_<YJR024C
chrX	477940	478674	734	-	YJR024C
chrX	478675	478847	172	NA	<YJR024C_<BNA1
chrX	478848	479381	533	-	BNA1
chrX	479382	482606	3224	NA	<BNA1_>unannotated
chrX	482607	485027	2420	+	unannotated
chrX	485028	486141	1113	NA	>unannotated_>unannotated
chrX	486142	491410	5268	+	unannotated
chrX	491411	492062	651	NA	>unannotated_>unannotated
chrX	492063	493385	1322	+	unannotated
chrX	493386	495801	2415	NA	>unannotated_>Tylikeretrotransposon
chrX	495802	497301	1499	+	Tylikeretrotransposon
chrX	497302	497645	343	NA	>Tylikeretrotransposon_>unannotated
chrX	497646	502914	5268	+	unannotated
chrX	502915	503260	345	NA	>unannotated_<YJR030C
chrX	503261	505498	2237	-	YJR030C
chrX	505499	505887	388	NA	<YJR030C_<GEA1
chrX	505888	510114	4226	-	GEA1
chrX	510115	510382	267	NA	<GEA1_>CPR7
chrX	510383	511564	1181	+	CPR7
chrX	511565	511679	114	NA	>CPR7_<RAV1
chrX	511680	515753	4073	-	RAV1
chrX	515754	515984	230	NA	<RAV1_>PET191
chrX	515985	516311	326	+	PET191
chrX	516312	516656	344	NA	>PET191_>RAD26
chrX	516657	519914	3257	+	RAD26
chrX	519915	520014	99	NA	>RAD26_<HUL4
chrX	520015	522693	2678	-	HUL4
chrX	522694	523237	543	NA	<HUL4_>YJR039W
chrX	523238	526603	3365	+	YJR039W
chrX	526604	527047	443	NA	>YJR039W_>GEF1
chrX	527048	529387	2339	+	GEF1
chrX	529388	529540	152	NA	>GEF1_<URB2
chrX	529541	533065	3524	-	URB2
chrX	533066	533356	290	NA	<URB2_>NUP85
chrX	533357	535591	2234	+	NUP85
chrX	535592	535762	170	NA	>NUP85_<POL32
chrX	535763	536815	1052	-	POL32
chrX	536816	537114	298	NA	<POL32_<tM(CAU)J3
chrX	537115	537186	71	-	tM(CAU)J3
chrX	537187	538064	877	NA	<tM(CAU)J3_<VPS55
chrX	538065	538487	422	-	VPS55
chrX	538488	538939	451	NA	<VPS55_<SSC1
chrX	538940	540904	1964	-	SSC1
chrX	540905	541349	444	NA	<SSC1_>TAH11
chrX	541350	543164	1814	+	TAH11
chrX	543165	543313	148	NA	>TAH11_<tS(AGA)J
chrX	543314	543395	81	-	tS(AGA)J
chrX	543396	544209	813	NA	<tS(AGA)J_<ANB1
chrX	544210	544683	473	-	ANB1
chrX	544684	545670	986	NA	<ANB1_>CYC1
chrX	545671	546000	329	+	CYC1
chrX	546001	546219	218	NA	>CYC1_<UTR1
chrX	546220	547812	1592	-	UTR1
chrX	547813	548032	219	NA	<UTR1_>ISY1
chrX	548033	548740	707	+	ISY1
chrX	548741	549196	455	NA	>ISY1_>OSM1
chrX	549197	550702	1505	+	OSM1
chrX	550703	551163	460	NA	>OSM1_>tG(GCC)J2
chrX	551164	551234	70	+	tG(GCC)J2
chrX	551235	551397	162	NA	>tG(GCC)J2_>RAD7
chrX	551398	553095	1697	+	RAD7
chrX	553096	553362	266	NA	>RAD7_>BFA1
chrX	553363	555087	1724	+	BFA1
chrX	555088	555391	303	NA	>BFA1_>YJR054W
chrX	555392	556885	1493	+	YJR054W
chrX	556886	557890	1004	NA	>YJR054W_>tR(CCU)J
chrX	557891	557962	71	+	tR(CCU)J
chrX	557963	558107	144	NA	>tR(CCU)J_>HIT1
chrX	558108	558602	494	+	HIT1
chrX	558603	560843	2240	NA	>HIT1_>tD(GUC)J4
chrX	560844	560915	71	+	tD(GUC)J4
chrX	560916	561127	211	NA	>tD(GUC)J4_<YJR056C
chrX	561128	561838	710	-	YJR056C
chrX	561839	562291	452	NA	<YJR056C_<tY(GUA)J2
chrX	562292	562328	75	-	tY(GUA)J2
chrX	562329	562340	11	NA	<tY(GUA)J2_intron_<tY(GUA)J2
chrX	562341	562380	75	-	tY(GUA)J2
chrX	562381	563397	1016	NA	<tY(GUA)J2_>CDC8
chrX	563398	564048	650	+	CDC8
chrX	564049	564067	18	NA	>CDC8_<APS2
chrX	564068	564511	443	-	APS2
chrX	564512	565122	610	NA	<APS2_>PTK2
chrX	565123	567579	2456	+	PTK2
chrX	567580	568094	514	NA	>PTK2_>CBF1
chrX	568095	569150	1055	+	CBF1
chrX	569151	569846	695	NA	>CBF1_>YJR061W
chrX	569847	572654	2807	+	YJR061W
chrX	572655	572811	156	NA	>YJR061W_<NTA1
chrX	572812	574185	1373	-	NTA1
chrX	574186	574530	344	NA	<NTA1_>RPA12
chrX	574531	574893	362	+	RPA12
chrX	574894	575072	178	NA	>RPA12_>unannotated
chrX	575073	575450	377	+	unannotated
chrX	575451	575791	340	NA	>unannotated_>CCT5
chrX	575792	577480	1688	+	CCT5
chrX	577481	577686	205	NA	>CCT5_<ARP3
chrX	577687	579036	1349	-	ARP3
chrX	579037	579293	256	NA	<ARP3_>TOR1
chrX	579294	586706	7412	+	TOR1
chrX	586707	586896	189	NA	>TOR1_<YAE1
chrX	586897	587322	425	-	YAE1
chrX	587323	587520	197	NA	<YAE1_>RFC2
chrX	587521	588582	1061	+	RFC2
chrX	588583	588683	100	NA	>RFC2_<HAM1
chrX	588684	589277	593	-	HAM1
chrX	589278	589498	220	NA	<HAM1_<LIA1
chrX	589499	590476	977	-	LIA1
chrX	590477	590844	367	NA	<LIA1_<NPA3
chrX	590845	592002	1157	-	NPA3
chrX	592003	592192	189	NA	<NPA3_<OPI3
chrX	592193	592813	620	-	OPI3
chrX	592814	592972	158	NA	<OPI3_>MOG1
chrX	592973	593629	656	+	MOG1
chrX	593630	593858	228	NA	>MOG1_>HOC1
chrX	593859	595049	1190	+	HOC1
chrX	595050	595231	181	NA	>HOC1_<CDC11
chrX	595232	596479	1247	-	CDC11
chrX	596480	597132	652	NA	<CDC11_<MIR1
chrX	597133	598068	935	-	MIR1
chrX	598069	598737	668	NA	<MIR1_>BNA2
chrX	598738	600099	1361	+	BNA2
chrX	600100	600309	209	NA	>BNA2_<YJR080C
chrX	600310	601494	1184	-	YJR080C
chrX	601495	601791	296	NA	<YJR080C_<EAF6
chrX	601792	602133	341	-	EAF6
chrX	602134	602485	351	NA	<EAF6_<ACF4
chrX	602486	603415	929	-	ACF4
chrX	603416	603610	194	NA	<ACF4_>CSN12
chrX	603611	604799	1188	+	CSN12
chrX	604800	605395	595	NA	>CSN12_<YJR085C
chrX	605396	605713	317	-	YJR085C
chrX	605714	606343	629	NA	<YJR085C_>STE18
chrX	606344	606676	332	+	STE18
chrX	606677	606769	92	NA	>STE18_<YJR088C
chrX	606770	607648	878	-	YJR088C
chrX	607649	607992	343	NA	<YJR088C_>BIR1
chrX	607993	610857	2864	+	BIR1
chrX	610858	611146	288	NA	>BIR1_<GRR1
chrX	611147	614602	3455	-	GRR1
chrX	614603	615335	732	NA	<GRR1_<JSN1
chrX	615336	618611	3275	-	JSN1
chrX	618612	619009	397	NA	<JSN1_>BUD4
chrX	619010	623352	4342	+	BUD4
chrX	623353	623493	140	NA	>BUD4_<FIP1
chrX	623494	624477	983	-	FIP1
chrX	624478	624842	364	NA	<FIP1_<IME1
chrX	624843	625925	1082	-	IME1
chrX	625926	628578	2652	NA	<IME1_>RPL43B
chrX	628579	628580	277	+	RPL43B
chrX	628581	628855	274	NA	>RPL43B_intron_>RPL43B
chrX	628856	629132	277	+	RPL43B
chrX	629133	630046	913	NA	>RPL43B_>SFC1
chrX	630047	631015	968	+	SFC1
chrX	631016	631468	452	NA	>SFC1_>YJR096W
chrX	631469	632317	848	+	YJR096W
chrX	632318	632686	368	NA	>YJR096W_>JJJ3
chrX	632687	633205	518	+	JJJ3
chrX	633206	633459	253	NA	>JJJ3_<YJR098C
chrX	633460	635430	1970	-	YJR098C
chrX	635431	635849	418	NA	<YJR098C_>YUH1
chrX	635850	636560	710	+	YUH1
chrX	636561	636624	63	NA	>YUH1_<YJR100C
chrX	636625	637608	983	-	YJR100C
chrX	637609	638192	583	NA	<YJR100C_>tL(UAG)J
chrX	638193	638231	82	+	tL(UAG)J
chrX	638232	638248	16	NA	>tL(UAG)J_intron_>tL(UAG)J
chrX	638249	638293	82	+	tL(UAG)J
chrX	638294	638507	213	NA	>tL(UAG)J_>RSM26
chrX	638508	639308	800	+	RSM26
chrX	639309	639430	121	NA	>RSM26_<VPS25
chrX	639431	640039	608	-	VPS25
chrX	640040	641027	987	NA	<VPS25_>URA8
chrX	641028	642764	1736	+	URA8
chrX	642765	642823	58	NA	>URA8_<SOD1
chrX	642824	643288	464	-	SOD1
chrX	643289	643854	565	NA	<SOD1_>ADO1
chrX	643855	644877	1022	+	ADO1
chrX	644878	645111	233	NA	>ADO1_>ECM27
chrX	645112	647289	2177	+	ECM27
chrX	647290	647568	278	NA	>ECM27_>YJR107W
chrX	647569	648600	1031	+	YJR107W
chrX	648601	648730	129	NA	>YJR107W_<Scer
chrX	648731	648967	236	-	Scer
chrX	648968	648985	17	NA	<Scer_>ABM1
chrX	648986	649357	371	+	ABM1
chrX	649358	649858	500	NA	>ABM1_<CPA2
chrX	649859	653215	3356	-	CPA2
chrX	653216	653888	672	NA	<CPA2_>YMR1
chrX	653889	655955	2066	+	YMR1
chrX	655956	656128	172	NA	>YMR1_<YJR111C
chrX	656129	656980	851	-	YJR111C
chrX	656981	657303	322	NA	<YJR111C_>NNF1
chrX	657304	657909	605	+	NNF1
chrX	657910	658133	223	NA	>NNF1_>YJR112W-A
chrX	658134	658442	308	+	YJR112W-A
chrX	658443	658505	62	NA	>YJR112W-A_<RSM7
chrX	658506	659249	743	-	RSM7
chrX	659250	660215	965	NA	<RSM7_>YJR115W
chrX	660216	660725	509	+	YJR115W
chrX	660726	661099	373	NA	>YJR115W_>YJR116W
chrX	661100	661939	839	+	YJR116W
chrX	661940	662281	341	NA	>YJR116W_>STE24
chrX	662282	663643	1361	+	STE24
chrX	663644	663764	120	NA	>STE24_<ILM1
chrX	663765	664376	611	-	ILM1
chrX	664377	664578	201	NA	<ILM1_<JHD2
chrX	664579	666765	2186	-	JHD2
chrX	666766	667881	1115	NA	<JHD2_>ATP2
chrX	667882	669417	1535	+	ATP2
chrX	669418	670050	632	NA	>ATP2_>CAF17
chrX	670051	671544	1493	+	CAF17
chrX	671545	672175	630	NA	>CAF17_>RPS5
chrX	672176	672853	677	+	RPS5
chrX	672854	673166	312	NA	>RPS5_<YJR124C
chrX	673167	674513	1346	-	YJR124C
chrX	674514	675011	497	NA	<YJR124C_<ENT3
chrX	675012	676238	1226	-	ENT3
chrX	676239	676528	289	NA	<ENT3_<VPS70
chrX	676529	678964	2435	-	VPS70
chrX	678965	679191	226	NA	<VPS70_<RSF2
chrX	679192	683334	4142	-	RSF2
chrX	683335	684273	938	NA	<RSF2_<YJR129C
chrX	684274	685293	1019	-	YJR129C
chrX	685294	685476	182	NA	<YJR129C_<STR2
chrX	685477	687411	1934	-	STR2
chrX	687412	687917	505	NA	<STR2_>MNS1
chrX	687918	689567	1649	+	MNS1
chrX	689568	689795	227	NA	>MNS1_>NMD5
chrX	689796	692942	3146	+	NMD5
chrX	692943	693263	320	NA	>NMD5_>XPT1
chrX	693264	693893	629	+	XPT1
chrX	693894	694001	107	NA	>XPT1_<SGM1
chrX	694002	696125	2123	-	SGM1
chrX	696126	696331	205	NA	<SGM1_<MCM22
chrX	696332	697051	719	-	MCM22
chrX	697052	697243	191	NA	<MCM22_>TIM8
chrX	697244	697507	263	+	TIM8
chrX	697508	697711	203	NA	>TIM8_<YJR136C
chrX	697712	698977	1265	-	YJR136C
chrX	698978	699227	249	NA	<YJR136C_<ECM17
chrX	699228	703556	4328	-	ECM17
chrX	703557	704837	1280	NA	<ECM17_>IML1
chrX	704838	709592	4754	+	IML1
chrX	709593	709715	122	NA	>IML1_<HOM6
chrX	709716	710795	1079	-	HOM6
chrX	710796	711026	230	NA	<HOM6_<HIR3
chrX	711027	715967	4940	-	HIR3
chrX	715968	716176	208	NA	<HIR3_>YJR141W
chrX	716177	717220	1043	+	YJR141W
chrX	717221	717410	189	NA	>YJR141W_>YJR142W
chrX	717411	718439	1028	+	YJR142W
chrX	718440	718595	155	NA	>YJR142W_<PMT4
chrX	718596	720884	2288	-	PMT4
chrX	720885	721151	266	NA	<PMT4_>MGM101
chrX	721152	721961	809	+	MGM101
chrX	721962	722296	334	NA	>MGM101_<RPS4A
chrX	722297	723067	770	-	RPS4A
chrX	723068	724465	1397	NA	<RPS4A_>HMS2
chrX	724466	725542	1076	+	HMS2
chrX	725543	726013	470	NA	>HMS2_>BAT2
chrX	726014	727144	1130	+	BAT2
chrX	727145	727429	284	NA	>BAT2_>YJR149W
chrX	727430	728644	1214	+	YJR149W
chrX	728645	729080	435	NA	>YJR149W_<DAN1
chrX	729081	729977	896	-	DAN1
chrX	729978	732524	2546	NA	<DAN1_<DAN4
chrX	732525	736064	3539	-	DAN4
chrX	736065	739989	3924	NA	<DAN4_>DAL5
chrX	739990	741621	1631	+	DAL5
chrX	741622	743138	1516	NA	>DAL5_>PGU1
chrX	743139	744224	1085	+	PGU1
chrX	744225	746107	1882	NA	>PGU1_>YJR154W
chrX	746108	747148	1040	+	YJR154W
chrX	747149	747728	579	NA	>YJR154W_>AAD10
chrX	747729	748595	866	+	AAD10
chrX	748596	748897	301	NA	>AAD10_<THI11
chrX	748898	749920	1022	-	THI11
chrX	749921	752763	2842	NA	<THI11_>HXT16
chrX	752764	754467	1703	+	HXT16
chrX	754468	756367	1899	NA	>HXT16_>SOR1
chrX	756368	757441	1073	+	SOR1
chrX	757442	758303	861	NA	>SOR1_<MPH3
chrX	758304	760139	1835	-	MPH3
chrX	760140	765140	5000	NA	<MPH3_endChrX
chrXI	0	2694	2694	NA	beginChrXI_<unannotated
chrXI	2694	3113	419	-	unannotated
